priorytet;rodzina;model_podpis;duplikaty_w_model;id_model_kandydaci;proponowany_id_model;score_proponowanego;braki_proponowanego;niespojnosc_rodzaj_kolor;grupa_proponowana;rodzaj_proponowany;kolor_proponowany;plik_proponowany;maszyna_lacznie;maszyna_bez_id_model;maszyna_z_id_model;magazyn_seryjny_lacznie;magazyn_seryjny_bez_id_model;status_mastera;co_moge_wykonac_sam;czego_brakuje_od_ciebie;decyzja_kanoniczny_id_model;uzupelnij_grupa;uzupelnij_rodzaj;uzupelnij_kolor;uzupelnij_plik;uwagi_uzytkownika
NISKI;HP;LASER JET PRO MFPM227-fdm;1;157(2/4);157;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=157 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 157: KOLOR, PLIK;;;;;;
NISKI;HP;LASER JET PRO MFPM28-M31;1;158(2/4);158;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=158 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 158: KOLOR, PLIK;;;;;;
NISKI;HP;LJ 1212;1;159(3/4);159;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=159 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 159: PLIK;;;;;;
NISKI;HP;LJ 4000;1;161(3/4);161;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=161 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 161: PLIK;;;;;;
NISKI;HP;LJ M201DW;1;162(3/4);162;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=162 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 162: PLIK;;;;;;
NISKI;HP;LJ P2015 D;1;163(3/4);163;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=163 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 163: PLIK;;;;;;
NISKI;HP;LaserJet 3052;1;164(1/4);164;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=164 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 164: RODZAJ, KOLOR, PLIK;;;;;;
NISKI;HP;LaserJet M1522nf;1;165(2/4);165;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=165 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 165: KOLOR, PLIK;;;;;;
NISKI;HP;LaserJet500;1;166(2/4);166;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=166 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 166: RODZAJ, PLIK;;;;;;
NISKI;HP;M575;1;167(2/4);167;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=167 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 167: RODZAJ, PLIK;;;;;;
NISKI;HP;Officejet 6500A;1;168(2/4);168;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=168 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 168: KOLOR, PLIK;;;;;;
NISKI;HP;T 795;1;169(2/4);169;2/4;KOLOR, PLIK;;Druk;Urządzenie wielkoformatowe;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=169 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 169: KOLOR, PLIK;;;;;;
NISKI;HP;laserJet pro 400 M 401 dn;1;170(1/4);170;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=170 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 170: RODZAJ, KOLOR, PLIK;;;;;;
NISKI;HP;mfp426 fdw;1;533(1/4);533;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=533 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 533: RODZAJ, KOLOR, PLIK;;;;;;
NISKI;KONICA MINOLTA;+ 250I;2;68(1/4), 557(1/4);68;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: RODZAJ, KOLOR, PLIK.;;;;;;
NISKI;KONICA MINOLTA;1216;1;231(3/4);231;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=231 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 231: PLIK;;;;;;
NISKI;KONICA MINOLTA;1480MF;1;232(3/4);232;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=232 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 232: PLIK;;;;;;
NISKI;KONICA MINOLTA;163;1;234(3/4);234;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=234 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 234: PLIK;;;;;;
NISKI;KONICA MINOLTA;164;1;235(3/4);235;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=235 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 235: PLIK;;;;;;
NISKI;KONICA MINOLTA;1690 MF;1;236(3/4);236;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=236 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 236: PLIK;;;;;;
NISKI;KONICA MINOLTA;236;1;69(3/4);69;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=69 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 69: PLIK;;;;;;
NISKI;KONICA MINOLTA;282;1;237(3/4);237;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=237 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 237: PLIK;;;;;;
NISKI;KONICA MINOLTA;283;1;238(3/4);238;3/4;PLIK;RODZAJ sugeruje kolor, KOLOR=NIE;Druk;Kserokopiarka cyfrowa A3 kolorowa;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=238 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 238: PLIK;;;;;;
NISKI;KONICA MINOLTA;7145;1;240(3/4);240;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=240 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 240: PLIK;;;;;;
NISKI;KONICA MINOLTA;7222;1;241(3/4);241;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=241 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 241: PLIK;;;;;;
NISKI;KONICA MINOLTA;BIZHUB 250;1;243(2/4);243;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=243 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 243: RODZAJ, PLIK;;;;;;
NISKI;KONICA MINOLTA;BIZHUB C25;1;267(2/4);267;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=267 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 267: RODZAJ, PLIK;;;;;;
NISKI;KONICA MINOLTA;C 227;2;249(3/4), 551(3/4);249;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: PLIK.;;;;;;
NISKI;KONICA MINOLTA;C 235;1;250(3/4);250;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=250 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 250: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 3320;1;258(3/4);258;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=258 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 258: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 3350;1;259(3/4);259;3/4;PLIK;;Druk;kserokopiarka laserowa A4 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=259 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 259: PLIK;;;;;;
NISKI;KONICA MINOLTA;C 452;1;264(3/4);264;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=264 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 264: PLIK;;;;;;
NISKI;KONICA MINOLTA;DIALT DI 16XX;1;265(2/4);265;2/4;KOLOR, PLIK;;Druk;Kserokopiarka cyfrowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=265 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 265: KOLOR, PLIK;;;;;;
NISKI;KONICA MINOLTA;INEO+ 364;1;76(3/4);76;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=76 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 76: PLIK;;;;;;
NISKI;KONICA MINOLTA;INEO+ 451;1;77(3/4);77;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=77 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 77: PLIK;;;;;;
NISKI;KONICA MINOLTA;INEO+ 454E;1;78(3/4);78;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=78 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 78: PLIK;;;;;;
NISKI;KONICA MINOLTA;MAGICOLOR 1690MF;1;266(2/4);266;2/4;KOLOR, PLIK;;Druk;Drukarka laserowa A4;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=266 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 266: KOLOR, PLIK;;;;;;
NISKI;KYOCERA;1650;1;272(2/4);272;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=272 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 272: RODZAJ, PLIK;;;;;;
NISKI;KYOCERA;2551ci;1;511(2/4);511;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=511 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 511: RODZAJ, PLIK;;;;;;
NISKI;KYOCERA;2553ci;1;30002518(2/4);30002518;2/4;RODZAJ, PLIK;;Druk;;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002518 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002518: RODZAJ, PLIK;;;;;;
NISKI;KYOCERA;301ci MFP;1;521(3/4);521;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=521 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 521: PLIK;;;;;;
NISKI;KYOCERA;3262i;1;522(3/4);522;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=522 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 522: PLIK;;;;;;
NISKI;KYOCERA;C 2525E;1;273(2/4);273;2/4;RODZAJ, PLIK;;Druk;;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=273 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 273: RODZAJ, PLIK;;;;;;
NISKI;KYOCERA;FS 1035 MFP;1;275(3/4);275;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=275 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 275: PLIK;;;;;;
NISKI;KYOCERA;M 2035;1;278(3/4);278;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=278 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 278: PLIK;;;;;;
NISKI;KYOCERA;M 6235CI.;1;270(2/4);270;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=270 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 270: RODZAJ, PLIK;;;;;;
NISKI;KYOCERA;P-C3562I;1;527(3/4);527;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=527 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 527: PLIK;;;;;;
NISKI;KYOCERA;PA2100cx;1;30002517(3/4);30002517;3/4;PLIK;;Druk;Drukarka laserowa A4;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002517 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002517: PLIK;;;;;;
NISKI;OCE;9300;1;417(3/4);417;3/4;PLIK;;Druk;Urządzenie wielkoformatowe;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=417 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 417: PLIK;;;;;;
NISKI;OCE;TDS 400;1;419(2/4);419;2/4;KOLOR, PLIK;;Druk;Urządzenie wielkoformatowe;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=419 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 419: KOLOR, PLIK;;;;;;
NISKI;OCE;VarioLink 3622C;1;420(1/4);420;1/4;RODZAJ, KOLOR, PLIK;;Druk;;;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=420 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 420: RODZAJ, KOLOR, PLIK;;;;;;
NISKI;RICOH;1022;1;426(3/4);426;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=426 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 426: PLIK;;;;;;
NISKI;RICOH;1060;1;298(3/4);298;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=298 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 298: PLIK;;;;;;
NISKI;RICOH;1224 C;1;299(3/4);299;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=299 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 299: PLIK;;;;;;
NISKI;RICOH;127;1;285(3/4);285;3/4;PLIK;;Druk;Kserokopiarka analogowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=285 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 285: PLIK;;;;;;
NISKI;RICOH;1502;1;138(3/4);138;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=138 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 138: PLIK;;;;;;
NISKI;RICOH;2015;1;428(3/4);428;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=428 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 428: PLIK;;;;;;
NISKI;RICOH;213w;1;433(3/4);433;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=433 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 433: PLIK;;;;;;
NISKI;RICOH;240;1;435(3/4);435;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=435 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 435: PLIK;;;;;;
NISKI;RICOH;270;1;436(3/4);436;3/4;PLIK;;Druk;Kserokopiarka analogowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=436 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 436: PLIK;;;;;;
NISKI;RICOH;3045;1;438(3/4);438;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=438 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 438: PLIK;;;;;;
NISKI;RICOH;3500 SF;1;439(3/4);439;3/4;PLIK;;Druk;Urzadzenie wielofunkcyjne laserowe;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=439 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 439: PLIK;;;;;;
NISKI;RICOH;3510;1;307(3/4);307;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=307 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 307: PLIK;;;;;;
NISKI;RICOH;3600 DN;1;440(2/4);440;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=440 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 440: RODZAJ, PLIK;;;;;;
NISKI;RICOH;377wx;1;441(3/4);441;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=441 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 441: PLIK;;;;;;
NISKI;RICOH;410;1;442(3/4);442;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=442 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 442: PLIK;;;;;;
NISKI;RICOH;4510 S;1;444(4/4);444;4/4;;;Druk;Drukarka laserowa A4;NIE;https://ksero-partner.com.pl/imgdev/R_SP4510SF.jpg;1;1;0;0;0;gotowy_master;Moge od razu uzywac tego ID_MODEL przy naprawie powiazan i przy automatyzacji /device.;"Brak; rekord nadaje sie na wzorzec.";;;;;;
NISKI;RICOH;4525;1;308(3/4);308;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=308 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 308: PLIK;;;;;;
NISKI;RICOH;5210 S;1;448(3/4);448;3/4;PLIK;;Druk;Drukarka laserowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=448 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 448: PLIK;;;;;;
NISKI;RICOH;6005 (1060);1;311(3/4);311;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=311 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 311: PLIK;;;;;;
NISKI;RICOH;6613;1;286(3/4);286;3/4;PLIK;;Druk;Kserokopiarka analogowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=286 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 286: PLIK;;;;;;
NISKI;RICOH;AF222;1;30002498(3/4);30002498;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002498 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002498: PLIK;;;;;;
NISKI;RICOH;C 232;1;452(2/4);452;2/4;RODZAJ, PLIK;;Druk;;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=452 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 452: RODZAJ, PLIK;;;;;;
NISKI;RICOH;C 242;1;453(2/4);453;2/4;RODZAJ, PLIK;;Druk;;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=453 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 453: RODZAJ, PLIK;;;;;;
NISKI;RICOH;C 5100s;1;454(3/4);454;3/4;PLIK;;Druk;urządzenie wielofunkcyjne;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=454 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 454: PLIK;;;;;;
NISKI;RICOH;DSC 224;1;313(3/4);313;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3 kolorowa;TAK;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=313 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 313: PLIK;;;;;;
NISKI;RICOH;DSM 516pf;1;319(3/4);319;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A4;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=319 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 319: PLIK;;;;;;
NISKI;RICOH;DSM 616;1;320(3/4);320;3/4;PLIK;;Druk;Kserokopiarka cyfrowa A3;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=320 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 320: PLIK;;;;;;
NISKI;RICOH;IM 305;2;457(3/4), 575(3/4);457;3/4;RODZAJ;;Druk;;NIE;https://ksero-partner.com.pl/imgdev/R_IM_350.jpg;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow. Dodatkowo trzeba domknac: RODZAJ.;;;;;;
NISKI;RICOH;IM 370;2;459(4/4), 577(4/4);459;4/4;;;Druk;urządzenie wielofunkcyjne;NIE;https://ksero-partner.com.pl/imgdev/R_IM_350.jpg;1;1;0;0;0;wybrac_kanoniczny;Moge scalic logike na jeden rekord kanoniczny i potem hurtowo przepiac urzadzenia po Twojej decyzji.;Potrzebuje od Ciebie wyboru jednego kanonicznego ID_MODEL z grupy duplikatow.;;;;;;
NISKI;RICOH;IM 4000;1;30002521(2/4);30002521;2/4;RODZAJ, PLIK;;Druk;;NIE;;1;1;0;0;0;uzupelnic_master;Moge uzupelnic rekord ID_MODEL=30002521 po podaniu brakujacych wartosci.;Potrzebuje od Ciebie brakujacych pol dla ID_MODEL 30002521: RODZAJ, PLIK;;;;;;
